Unnamed: 0,id,stateId,countyId,cityId,country,datePostedString,is_bankOwned,is_forAuction,event,time,price,pricePerSquareFoot,city,state,yearBuilt,streetAddress,zipcode,longitude,latitude,hasBadGeocode,description,currency,livingArea,livingAreaValue,lotAreaUnits,bathrooms,bedrooms,buildingArea,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,hasPetsAllowed,homeType,county
5045,90003-20930604,9,58239,12447,USA,2021-06-30,0,0,Listed for sale,1625011200000.0,499000.0,231.0,Los Angeles,CA,1923,329 E 61st St,90003.0,-118.2684326171875,33.984527587890625,0,"Excellent investor opportunity in the heart of Los Angeles. Unit mix consists of (3) 2 bed 1 bath units on a 5k+ square foot lot. Long term tenants in place with significant rental upside. Property to be sold in ""as is"" condition drive by only and DO NOT DISTURB TENANTS.",USD,2158.0,2158.0,sqft,0.0,0.0,2158.0,1,0.0,0,Two,0,0,0,0,MULTI_FAMILY,Los Angeles County
5046,90003-20945754,9,58240,12447,USA,2021-06-29,0,0,Price change,1625875200000.0,729000.0,367.0,Los Angeles,CA,1923,352 E 84th Pl,90003.0,-118.26766204833984,33.96173095703125,0,Lovely triplex with one two bedroom unit and two one bedroom units. Close proximity to Downtown Los Angeles Cosmetlitan District Jobs Shopping and Public Transportation etc.,USD,1984.0,1984.0,sqft,0.0,0.0,1984.0,0,0.0,0,0,0,0,0,0,MULTI_FAMILY,Los Angeles County
5056,90003-20934351,9,58250,12447,USA,2021-06-01,0,0,Listing removed,1624320000000.0,650000.0,425.0,Los Angeles,CA,1921,6510 S Figueroa St,90003.0,-118.2823257446289,33.98027801513672,0,"""Charming craftsman style duplex that has been recently remodeled with beautiful laminate floors throughout as well as granite counter-tops in the kitchen. The bathroom shower is lined with beautiful tile and the indoor laundry area also has upgraded tile flooring. The front house has 3 spacious bedrooms and one bath and the second unit has 2 bedrooms one bathroom. The property also features a fenced in front yard as well as a cellar or basement. Each unit has its own electric panel gas meter and hot water heaters the only utility that is shared is the water meter. The roof is only 3 years old and the plumbing has been updated with Copper and Pex. The electrical panels are also new. This property is very close to transportation with a bus stop near by for easy access to get to down town LA. There is also an elementary school just a few blocks away.""",USD,1531.0,1531.0,sqft,0.0,0.0,1531.0,1,1.0,1,One,0,0,0,0,MULTI_FAMILY,Los Angeles County
5057,90003-20959880,9,58251,12447,USA,2021-05-28,0,0,Listing removed,1624320000000.0,580000.0,345.0,Los Angeles,CA,1961,9906 S San Pedro St,90003.0,-118.26921844482422,33.94620895385742,0,"""Wonderful duplex opportunity that would make a fantastic investment because of its unique unit mix consisting of (2) 3 bedroom 1 bath units and because owners unit will be delivered vacant at close of escrow so you can achieve market rents on that unit ASAP! Or  perfect for a family looking to owner-occupy at close of escrow and collect rental income on the second unit! Great owner-occupy FHA/conventional loan candidate as well! Both units are freestanding and completely separate and are mirror images of each other. Seller says there is parking for 3 cars in the back and the property is nicely gated at the front and back.""",USD,1680.0,1680.0,sqft,0.0,0.0,1680.0,0,0.0,0,One,0,0,0,0,MULTI_FAMILY,Los Angeles County
5093,90717-21280646,9,58287,53027,USA,2021-07-06,0,0,Price change,1625702400000.0,1499000.0,417.0,Lomita,CA,1969,25030 Cypress St,90717.0,-118.322265625,33.79727935791016,0,4 freestanding units on a large lot (+/-) 10227 sqft.  Each unit has its own address.  Front-Rear addresses: (1): 25030 (2): 25030 ½ (3): 25032 (4): 25032 ½.  Units 1 & 4 built in 1929.  Units 2 & 3 built in 1969.  There are two 2-car garages and two 1-car garages with roll-up/auto opening doors and laundry hook-ups.  Additionally there are 2 covered car ports for a total of 8 car parking...2 per unit.  New concrete driveway front to back in 2009/2010.      Units 123 are 2-bedroom 1-bath.  Units 1 & 2 are well below market rents.  Unit 3 was recently renovated and is closer to market rent. All have upside potential for the new owner!  All tenants are Month-To-Month.  Current monthly rents (1): $1600.  (2): $1500.  (3): $1995. (4): was $2100 currently being improved.  Potential monthly rents (1): $1900/$2400 with renovation.  (2): $1700/$2200 with renovation.  (3): $2200.  (4): $2600.  Unit (4) is currently being improved and would be ideal for an owner occupant.  It has received a new roof is receiving new flooring & baseboards electrical outlets & switches and fresh paint throughout.  It has laundry hook-ups in the kitchen and dual pane windows were installed several years ago.  Beside the unit is a casita/bungalow with its own entrance/exit a sink disposal countertop cabinets closet and ¾ bathroom…for a total of 3 bedrooms and 2 bathrooms.  The casita/bungalow is perfect for guests home office playroom parties or storage.  The large enclosed grassy back yard with auto-sprinklers is ideal for outdoor family enjoyment.  There is potential to create parking for an RV boat or additional cars.,USD,3596.0,3596.0,sqft,0.0,0.0,3596.0,1,6.0,1,0,0,0,0,0,MULTI_FAMILY,Los Angeles County
5112,94124-15156484,9,58323,20330,USA,2021-06-30,0,0,Listed for sale,1625011200000.0,799000.0,492.0,San Francisco,CA,1928,1475 Oakdale Ave,94124.0,-122.38819122314452,37.73308181762695,0,Great fixer in the heart of the Bayview. Sold AS-IS. Upper level is 5 rooms 1 Bath. In Law downstairs is a 2 Br 1 bath. Buyer to confirm legality of In law. 1 car garage. Lot is 3746 Sq. Ft.,USD,1625.0,1625.0,sqft,0.0,2.0,1625.0,1,0.0,0,0,0,0,0,0,SINGLE_FAMILY,San Francisco County
5117,94124-2097115110,9,58328,20330,USA,2021-05-21,0,0,Listed for sale,1621555200000.0,2100000.0,764.0,San Francisco,CA,1900,4128 3rd St,94124.0,-122.38922119140624,37.73998260498047,0,Developers special! Over $300000 of potential annual income if kept for cashflow. Great for 1031 exchange partners. And potential to be condolized and sell each unit for 500k+ each. Figures are estimated projections from previous seller. Buyer to do their own analysis.,USD,2750.0,2750.0,sqft,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,LOT,San Francisco County
5123,93271-120798579,9,58336,36395,USA,2021-05-11,0,0,Listed for sale,1620691200000.0,3150000.0,420.0,Three Rivers,CA,2005,42196 Sierra Dr,93271.0,-118.89924621582033,36.44623565673828,0,Beautifully built  these seven units are uniquely designed for each individual spot they occupy. The homes have been extremely well-maintained by the meticulous owners. A few of the upscale features include pine ceilings wood floors custom tile granite countertops spiral staircases to loft and basement individual climate control private patios and immaculate stucco exteriors.Perfectly situated near town on the way to Sequoia National Park or a short walk to local shops candy store or local brewery. The lush setting also includes a great site to add another rental or maybe an owners residence. Instant money making opportunity and amazing long-term investment. Adjacent riverfront 7 acres is also available for an additional $350000.00.,USD,7500.0,7500.0,Acres,0.0,11.0,0.0,0,0.0,0,0,0,0,0,0,MULTI_FAMILY,Tulare County
5129,95203-15325798,9,58807,7266,USA,2021-07-01,0,0,Listed for sale,1625097600000.0,375000.0,208.0,Stockton,CA,1918,335 W Flora St,95203.0,-121.29812622070312,37.9598274230957,0,This 1806 square foot multi family home has 2 bedrooms and 0.0 bathrooms. This home is located at 335 W Flora St Stockton CA 95203.,USD,1806.0,1806.0,sqft,0.0,2.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,San Joaquin County
5139,95203-15322578,9,58817,7266,USA,2021-04-22,0,0,Listed for sale,1619049600000.0,250000.0,295.0,Stockton,CA,1947,2808 Monte Diablo Ave,95203.0,-121.3348388671875,37.95594787597656,0,This 848 square foot multi family home has 1 bedrooms and 0.0 bathrooms. This home is located at 2808 Monte Diablo Ave Stockton CA 95203.,USD,848.0,848.0,sqft,0.0,1.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,San Joaquin County
5140,95203-15322564,9,58818,7266,USA,2021-04-20,0,0,Listed for sale,1618876800000.0,99950.0,91.0,Stockton,CA,1942,1224 Perry Ave,95203.0,-121.33393096923828,37.95799255371094,0,Come see this 7501 sq ft lot today!  Perfect to build a single family home on bring an offer today!,USD,1093.0,1093.0,sqft,0.0,2.0,0.0,0,0.0,0,0,0,0,0,0,LOT,San Joaquin County
5143,95203-15325896,9,58821,7266,USA,2021-04-02,0,0,Listed for sale,1617321600000.0,499000.0,160.0,Stockton,CA,1917,620 N Monroe St,95203.0,-121.2963409423828,37.95829391479492,0,This 3114 square foot multi family home has 2 bedrooms and 0.0 bathrooms. This home is located at 620 N Monroe St Stockton CA 95203.,USD,3114.0,3114.0,sqft,0.0,2.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,San Joaquin County
5144,95203-15328488,9,58822,7266,USA,2021-03-19,0,0,Listed for sale,1616112000000.0,74999.0,89.0,Stockton,CA,1946,801 W Sonora St,95203.0,-121.30228424072266,37.94671630859375,0,"""Corner Vacant leveled residential lot.  Utilities on site. Buyers to to verify with the city about any/all building permits including utilities. According to the records there was a house on the lot that burned..""",USD,840.0,840.0,sqft,0.0,3.0,0.0,1,0.0,0,0,0,0,0,0,LOT,San Joaquin County
5157,92629-2069676240,9,59042,17686,USA,2021-07-08,0,0,Listed for sale,1625702400000.0,1300000.0,722.0,Dana Pt,CA,1977,34035 El Encanto Ave,92629.0,-117.70148468017578,33.46853256225586,0,"""luxury residence extra income or an investment opportunity this 2-unit residence. Located in South County just a stones throw from the harbor pristine beaches legendary surf as well as fine dining retail and entertainment this home combines SoC Seas side luxury with a rare investment or extra income.Shopping Surfing Whale Watching Restaurants and Beach Walks/Trails all close for your tenants to enjoy! Consider this INCREDIBLE opportunity for income AND appreciating value -- Its TRULY a fabulous location for convenient and enjoyable strolls to all the new trendy attractions and restaurants.""",USD,1800.0,1800.0,sqft,0.0,0.0,0.0,1,3.0,1,Two,0,0,0,0,MULTI_FAMILY,Orange County
5162,92629-25592086,9,59047,17686,USA,2021-07-06,0,0,Listed for sale,1625529600000.0,1545000.0,884.0,Dana Point,CA,1966,34031 Pequito Dr,92629.0,-117.6910171508789,33.46862030029297,0,Ocean-view luxury residence extra income or an investment opportunity this immaculately maintained 2-unit residence in the iconic Lantern District. The updated 2 bed 2 bath penthouse includes an array of desirable features including  ocean-view panoramic windows re imagined bathrooms and rich wood flooring throughout.The chef’s kitchen is ideal for entertaining and features top-tier stainless steel appliances custom cabinets backsplash breakfast bar and stained glass accent. step outside to a ocean-view balcony.The primary suite is made for total relaxation and includes a walk-in closet  as well as walk-in shower .Downstairs you’ll find an additional elegant 2 bed 1 bath unit with kitchen with stainless steel appliances balcony and enclosed private patio ideal for dining .Located in South County just a stone’s throw from the harbor pristine beaches legendary surf as well as fine dining retail and entertainment this home combines SoC Seas side luxury with a rare investment or extra income.,USD,1747.0,1747.0,sqft,0.0,0.0,1747.0,1,2.0,1,Two,0,0,0,0,MULTI_FAMILY,Orange County
5182,92843-25670218,9,59117,24832,USA,2021-07-06,0,0,Listed for sale,1625616000000.0,500000.0,358.0,Garden Grove,CA,1979,14150 Grand Mdws,92843.0,-117.95143127441406,33.7572021484375,0,Fix and Save. This is a three bedroom and two and a half baths located in a gated community of Little Saigon. The perfect property for someone who wants to makes this place their own.,USD,1398.0,1398.0,sqft,0.0,3.0,0.0,1,2.0,1,Two,0,1,0,0,CONDO,Orange County
5190,92843-25306106,9,59126,47568,USA,2021-06-05,0,0,Price change,1625011200000.0,1698888.0,447.0,Garden Grove,CA,1961,14102 Buena St,92843.0,-117.90741729736328,33.758419036865234,0,Sought-after Quadruplex in Garden Grove fully occupied with total income of 8000.00 per month.  Each unit is 2 bedroom and 1.5 bathroom and just remodeled recently.  Dual pane window throughout all units.  All units have its own gas and electric meter owner only pay for water and trash.  Each unit have 3 assigned parking space.  There is laundry room in the back of the unit can generate extra income for new owner.  The property located near all convenience supermarkets shops entertainments and freeways.  Don’t let the opportunity slip away.,USD,3800.0,3800.0,sqft,0.0,0.0,3800.0,1,0.0,0,Two,0,0,0,0,MULTI_FAMILY,Orange County
5205,95138-2142542086,9,59143,0,USA,2020-07-23,0,0,Listing removed,1611878400000.0,8250000.0,10313.0,San Jose,CA,0,6821 Silver Creek Rd,95138.0,-121.74784088134766,37.26463317871094,0,This 800 square foot vacant land home has 0 bedrooms and 0.0 bathrooms. This home is located at 6821 Silver Creek Rd San Jose CA 95138.,USD,800.0,800.0,Acres,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Santa Clara County
5206,90001-20930964,9,60038,396053,USA,2021-07-13,0,0,Listed for sale,1626134400000.0,685000.0,266.0,Los Angeles,CA,1926,1171 E 64th St,90001.0,-118.25408172607422,33.981822967529304,0,Attention all buyers!! Welcome to this great opportunity to own an amazing investment opportunity in the city of Los Angeles! This property offers four spacious units each containing one bedroom and one bathroom! Centrally located in a highly desirable rental area this property will immediately produce you great cash flow! The property consists of two separate buildings a gated lot great storage room and amazing tenants! This property is the perfect investment for a first time buyer 1031 exchange buyer or anyone looking to expand their portfolio! Do not hesitate! Make an offer today!,USD,2576.0,2576.0,sqft,0.0,0.0,2576.0,0,0.0,0,0,0,0,0,0,MULTI_FAMILY,Los Angeles County
5212,90001-20931716,9,60044,396053,USA,2021-07-07,0,0,Listed for sale,1625616000000.0,670000.0,386.0,Los Angeles,CA,1939,1700 E 65th St,90001.0,-118.24317169189452,33.980178833007805,0,"""GREAT OPPORTUNITY !!!!! TENANT OCCUPIED UNITS....Dont Miss this spectacular opportunity. This duplex features a total of 5 bedrooms two bathrooms driveway parking in a convenient location. This is a great investment for a Dual family or simply live in one and rent the other.  Washer and dryer hookups and plenty of driveway parking. This central duplex is close to shopping schools public transportation nearby access to freeways I-110 & I-105 Conveniently located 10-15 minutes from Staple Center Downtown LA Rams Stadium (Sofi Stadium). First Unit features 2  bedroom 1 bath and Second Unit 3 bedroom 1.5 bath.  **DO NOT DISTURB TENANTS**""",USD,1734.0,1734.0,sqft,0.0,0.0,1734.0,0,0.0,0,One,0,0,0,0,MULTI_FAMILY,Los Angeles County
5216,90001-20932924,9,60048,396053,USA,2021-07-01,0,0,Listed for sale,1625097600000.0,599999.0,318.0,Los Angeles,CA,1923,7009 Makee Ave,90001.0,-118.24683380126952,33.97605514526367,0,Great investment opportunity. Property is in need of some TLC. Two units on a big lot. Property is sold as is and present condition probate sale court confirmed. Property is tenant occupied. Please do not disturb tenants.,USD,1887.0,1887.0,sqft,0.0,0.0,1887.0,1,2.0,1,Multi/Split,0,0,0,0,MULTI_FAMILY,Los Angeles County
5297,93541-95767731,9,60667,39397,USA,2021-05-25,0,0,Listed for sale,1621900800000.0,599000.0,765.0,Lee Vining,CA,1915,54541 Highway 395,93541.0,-119.15250396728516,37.99457550048828,0,10 acres on the shore of Mono Lake. Located between the Tioga Lodge property and the Shrimp Plant.  Property is zoned AG and the Seller says the County has agreed a four split (residential lots) is likely to be approved. All subject to approvals. New owner needs to gain access through adjacent lots or from the Highway 395 turnout above the lot. Great location for an estate home and ADU and greenhouses. Spectacular views. Short video tour attached.,USD,783.0,783.0,Acres,0.0,2.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Mono County
5392,93664-18639858,9,62170,28224,USA,2021-06-23,0,0,Listed for sale,1624406400000.0,2700000.0,1000.0,Shaver Lake,CA,1988,44455 Hillcrest,93664.0,-119.30499267578124,37.13980484008789,0,"""Dont miss out on this amazing rare find at the Point! HUGE lake view beautiful 3 level home with attached garage and a boat slip to boot! It doesnt get much better than this! More info to come....""",USD,2700.0,2700.0,sqft,0.0,4.0,0.0,1,0.0,0,0,0,0,0,0,SINGLE_FAMILY,Fresno County
5400,90260-20368207,9,62389,46178,USA,2021-07-12,0,0,Sold,860976000000.0,190000.0,65.0,Lawndale,CA,1986,4543 W 168th St,90260.0,-118.35627746582033,33.878761291503906,0,Seeing Is Believing ~ Incredible Opportunity to own this amazing Lawndale Duplex. Live in one and rent the second unit. This charming well-kept duplex is situated in the most sought-after area of Lawndale adjacent to Redondo Beach. The property has two detached units and each has 3 bedrooms & 2.5 baths with a beautiful front and back yards ~ which highlights matured fruit trees. Built in 1986 with a combined 2935 sq. ft. of living space on a 5799 sq. ft. lot R2 Zoning. Each property feels like a single-family residence with its own attached 2-car garage with direct entry. Each home also has in-unit laundry area next to the kitchen. Units have dedicated separate meters for each address: 4543 W. 168th St (front unit) and 4545 W. 168th St (back unit). The property also features a long driveway and is gated. Property is located across from the beautiful William Green park and walking distance to the South Bay Galleria. This is the perfect opportunity to take advantage of living in one home and renting the second home to cover the mortgage payment or use it simply as a great investment property. Close to schools parks shopping theatres freeways and our local beaches. No rent control.,USD,2935.0,2935.0,sqft,0.0,0.0,2935.0,1,4.0,1,Two,0,0,0,0,MULTI_FAMILY,Los Angeles County
5402,90250-20352369,9,62391,42150,USA,2021-07-12,0,0,Listed for sale,1626048000000.0,750000.0,451.0,Hawthorne,CA,1925,3926 W 132nd St,90250.0,-118.3426284790039,33.91255569458008,0,Charming Spanish style 2 on a lot-On the corner of 132nd & Rosselle. 3brms 2bath front house and large1Brm over garage. Has great potential close to so-fi stadium. AS-IS SALE.,USD,1662.0,1662.0,sqft,0.0,0.0,1662.0,1,2.0,1,0,0,0,0,0,MULTI_FAMILY,Los Angeles County
5404,90250-20350215,9,62393,42150,USA,2021-07-10,0,0,Listed for sale,1623542400000.0,1300000.0,395.0,Hawthorne,CA,1969,4151 W 132nd St,90250.0,-118.34786224365234,33.91341018676758,0,Investors Dream Great Location in the city of Hawthorne on Ramona-Burleigh\xa03 units in a lot. This gorgeous gem is ready for you as an investment property or owner-occupied. The front home offers 3 beds 2 baths Large living room\xa0with a dual fireplace. the\xa0second\xa0unit\xa0offers 2 beds 1 bath. The third unit offers 1 bed and 1 bath. + Bonus Studio with a monthly income of 850. a month. Wonderful opportunity to update this building with your own custom finishes. The location of this property is ideal and close to major freeways and schools. Minutes from Sofi Stadium The Forum the upcoming Clippers stadium SpaceX and so much more. Do not miss this rare opportunity\xa0to own a 3 unit apartment complex  All information deemed reliable but not guaranteed. Buyer and buyer’s agent to do their own investigations as to conditions permits square footage number of bedrooms etc. of the property,USD,3294.0,3294.0,sqft,0.0,0.0,3294.0,1,4.0,1,0,0,0,0,0,MULTI_FAMILY,Los Angeles County
5417,90250-2080426018,9,62406,42150,USA,2021-07-07,0,0,Listed for sale,1625616000000.0,2795000.0,441.0,Hawthorne,CA,1963,12128 Ramona Ave,90250.0,-118.35660552978516,33.922286987304695,0,Attention all high yield investors!! 12128 Ramona is a 7-unit building with 2 non-conforming units ideally located in Hawthorne near the 105 and 405 interchange. Currently priced at a 5.37% CAP and 12.67% GRM this is a rare incredible high yield opportunity. This property rented out with at-market rents has undergone complete renovations allowing for peace of mind for the next investor. Well-located in the red-hot rental market of  Hawthorne this property is just a few minutes from the brand new SoFi Stadium SpaceX Tesla Ring Amazon Services and LAX but does not suffer any noise impact from the air traffic per the most recent California State Airports Quarterly Noise Report. This is the perfect investment for the high yield investor looking for stable cash flow!,USD,6343.0,6343.0,sqft,0.0,0.0,6343.0,1,2.0,1,Two,0,0,0,0,MULTI_FAMILY,Los Angeles County
5418,90278-20407307,9,62407,33612,USA,2021-07-07,0,0,Listed for sale,1625616000000.0,2500000.0,576.0,Redondo Beach,CA,1962,2513 Carnegie Ln,90278.0,-118.36526489257812,33.87121963500977,0,Great North Redondo location formerly a senior board and care but now a traditional triplex. Note the lot size bed and bath count and square footage all are large and oversized garages and laundry at rear. First time on the market since 1996.,USD,4342.0,4342.0,sqft,0.0,0.0,4342.0,1,4.0,1,Two,0,0,0,0,MULTI_FAMILY,Los Angeles County
5421,90250-2069723824,9,62410,42150,USA,2021-07-07,0,0,Listed for sale,1625616000000.0,1200000.0,427.0,Hawthorne,CA,1952,4757 W 131st St #AB,90250.0,-118.3603286743164,33.913856506347656,0,GREAT OPPORTUNITY! to purchase these two houses on a deep lot. Front house:3BR-1BA. hard wood floors carpet and linoleuminside laundry hook ups inside new roofspacious kitchen w/eating areanew vertical & mini blindsauto sprinklers front yard new sod front yard each unit has a 2 car garage w/ remote. Back unit:Two story 3 large bedrooms 3 baths. New exterior paint carpet and linoleuminside laundry copper plumbing fire place formal dining room rain gutters. Live in one rent the other or rent both for income. Both units have their own electrical gas and water meters to keep cost down. Seller only pays for gardener...,USD,2810.0,2810.0,sqft,0.0,0.0,2810.0,1,2.0,1,One,0,0,0,0,MULTI_FAMILY,Los Angeles County
5454,93705-18727404,9,63522,18203,USA,2021-06-26,0,0,Listed for sale,1625529600000.0,259000.0,319.0,Fresno,CA,1941,1316 W Fountain Way,93705.0,-119.82697296142578,36.78137588500977,0,"""Come put an offer on this move in ready home with its fresh paint carpet and Large lot with a detached garage with its own alley entrance. Home was modified before1960 and tax records do not reflect the actual size Buyer to verify square footage if interested.""",USD,811.0,811.0,sqft,0.0,3.0,0.0,1,0.0,0,0,0,0,0,0,SINGLE_FAMILY,Fresno County
5459,93705-2070087264,9,63527,18203,USA,2021-06-18,0,0,Listed for sale,1623974400000.0,699000.0,172.0,Fresno,CA,1978,2056 W Simpson Ave,93705.0,-119.83494567871094,36.77849960327149,0,"""Well taken care of triplex. Each unit has its own garage and fireplace. Galvanized piping was recently replaced underneath the units. Roof is roughly 15 years old. HVAC units were replaced roughly 10 years ago. All garage doors are new and the eaves were replaced around garage building. One unit is single story. The other two are two story units. Rents are low so plenty of room to increase and make this complex much more profitable.""",USD,4054.0,4054.0,sqft,0.0,6.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,Fresno County
5462,93705-82859198,9,63530,18203,USA,2021-05-23,0,0,Listed for sale,1621728000000.0,435000.0,155.0,Fresno,CA,1966,1145 W University Ave,93705.0,-119.82518768310548,36.76634216308594,0,"""A great turn-key investment opportunity near Fresno Chaffee Zoo and Tower District.This duplex offers twin units sharing a wall.  Each unit is 3 bedroom and 1.75 bath with a large backyard and 1-car garage. Property is occupied by reliable tenants rents are low and have room for increase. With limited inventory dont miss out on this great investment opportunity for owner occupant to live in one unit and rent out the second unit or an investor looking to expand their portfolio. This property is close to shopping and has ample parking in the driveway and front of the property with large secluded backyards.  Water sewer and trash bills are about $ 200 per month. Do not walk the grounds or disturb the tenants. submit offers subject to walk through inspection.""",USD,2800.0,2800.0,sqft,0.0,6.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,Fresno County
5465,93705-18735222,9,63533,18203,USA,2021-04-26,0,0,Sold,1523836800000.0,183000.0,163.0,Fresno,CA,1960,2348 W Simpson Ave,93705.0,-119.83878326416016,36.77856063842773,0,Nice Single Family Home This home perfect for starter  Double pane windows for energy efficiency Central AC  Three Bedrooms and One and a Half Bathrooms Updated components in 2018 Interior LaundryMust see to appreciate,USD,1120.0,1120.0,sqft,0.0,3.0,0.0,1,0.0,0,0,0,0,0,0,SINGLE_FAMILY,Fresno County
5527,93727-18775680,9,63947,18203,USA,2021-07-12,0,0,Listed for sale,1626048000000.0,189900.0,157.0,Fresno,CA,1973,5188 E Ashlan Ave APT 118,93727.0,-119.71940612792967,36.79302215576172,0,What a great complex! This huge PUD development  looks over beautiful common green areas and is in close proximity to everything. The property has a great floor plan with the kitchen dining and half bath all downstairs. The bedrooms with large closets and full bathroom are located upstairs. One bedroom has a great sunrise view over looks the complex green area. This property will not last!,USD,1207.0,1207.0,sqft,0.0,2.0,0.0,1,0.0,0,0,1,0,0,0,SINGLE_FAMILY,Fresno County
5532,93727-79532940,9,63952,18203,USA,2021-07-09,0,0,Listed for sale,1625788800000.0,469000.0,163.0,Fresno,CA,2006,6301 E Braly Ave,93727.0,-119.67610168457033,36.72393035888672,0,A very well maintained spacious two story house with a mature landscaping an a RV Parking. There is a Office room on the ground floor and den upstairs.,USD,2870.0,2870.0,sqft,0.0,4.0,0.0,1,0.0,0,0,0,0,0,0,SINGLE_FAMILY,Fresno County
5536,93727-240294834,9,63956,18203,USA,2021-07-08,0,0,Listed for sale,1625702400000.0,380000.0,232.0,Fresno,CA,2016,6033 E Providence Ave,93727.0,-119.68131256103516,36.77233505249024,0,A gorgeous Granville built home located in the highly desirable Belterra neighborhood. This home features 3 bedrooms 2 bathrooms guest powder room 2 car garage and open concept living area. Upgrades include: modern farmhouse exterior elevation extended concrete patio soaking tub in master bath pure white kitchen cabinets stainless steel appliances wood-plank tile flooring famehouse style stairs and whole house window coverings. Fully landscaped front and backyards include low maintenance artificial grass river rock premium mulch and recently planted trees for privacy and shade. Placed within Clovis Unified School District and in close proximity to local restaurants and shopping. This home will not last long!,USD,1641.0,1641.0,sqft,0.0,3.0,0.0,1,0.0,0,0,0,0,0,0,SINGLE_FAMILY,Fresno County
5539,93727-18753574,9,63959,18203,USA,2021-07-07,0,0,Listed for sale,1625616000000.0,369950.0,189.0,Fresno,CA,1967,5088 E White Ave,93727.0,-119.72329711914062,36.75107955932617,0,Recently updated through out. Features new flooring paint granite counters and more. Move in ready.,USD,1957.0,1957.0,sqft,0.0,3.0,0.0,1,0.0,0,0,0,0,0,0,SINGLE_FAMILY,Fresno County
5545,93727-122163920,9,63965,18203,USA,2021-07-02,0,0,Listed for sale,1625184000000.0,399000.0,223.0,Fresno,CA,2014,5813 E Kerckhoff Ave,93727.0,-119.69023895263672,36.74172973632813,0,This home offers 4 bedrooms 2.5 bath. Perfect for your growing Family. Open floor plan 2 car garage gas appliances dishwasher and pantry room. Big back yard with mature fruit trees. Schedule your appointment today!,USD,1790.0,1790.0,sqft,0.0,4.0,0.0,1,0.0,0,0,0,0,0,0,SINGLE_FAMILY,Fresno County
5659,91732-21412750,9,64318,51861,USA,2021-07-10,0,0,Listed for sale,1625875200000.0,910000.0,366.0,El Monte,CA,1938,2526 Bryce Rd,91732.0,-118.01868438720705,34.050350189208984,0,First time on the market in 80 years! 2526 Bryce Rd - Great opportunity for an investor owner-user and/or multi-generational family to purchase SFR 3 bedrooms 1 bath -1732 sf and 2 bedroom 1 bath 752  sf home with a pool on a  large 22732 sf lot.  As per city an ADU can also be built.    THE PROPERTY NEXT DOOR AT 2516 Bryce Rd 4 units – (2) two-bedroom 1 bath & (2) three bedroom 1 bath  3572 sf on Large 22520 s is also for sale at $1.1 million.  As per city an ADU can also be built.  These properties have great potential.  With some upgrades these properties will be gems!  TOTAL SF OF BOTH LOTS IS 1.04 Acre.  Plenty of parking and room for RV vehicle storage.     Buyer to perform their own due diligence and verify all information to their satisfaction.  Seller will sell separate if needed .     SUBMIT OFFER SUBJECT TO INTERIOR INSPECTION.  Seller will provide city inspection report. but will not do repairs.  Property is sold “As is” and will be delivered VACANT.,USD,2483.0,2483.0,Acres,0.0,0.0,2483.0,1,2.0,1,0,1,0,0,0,MULTI_FAMILY,Los Angeles County
5660,91732-21412749,9,64319,51861,USA,2021-07-10,0,0,Listed for sale,1625875200000.0,1100000.0,308.0,El Monte,CA,1959,2516 Bryce Rd,91732.0,-118.01885986328124,34.05020523071289,0,"First time on the market in 80 years! 2516 Bryce Rd - Great opportunity for an investor owner-user and/or multi-generational family to purchase 4 units – (2) two-bedroom 1 bath & (2) three bedroom 1 bath  3572 sf on Large 22520 sf.  As per city an ADU can also be built.    THE PROPERTY NEXT DOOR AT 2526 Bryce Rd is two on a lot – 3 bedroom 2 bath house 1731 sf front house and 2 bedroom 1 bath 752 sf home with a pool on a  large 22 732 sf lot is also for sale at $910K. As per city an ADU can also be built.  These properties have great potential.  With some upgrades they will be gems!  TOTAL SF OF BOTH LOTS IS 1.04 Acre Plenty of parking and room for RV vehicle storage.  Buyer to perform their own due diligence and verify all information to their satisfaction.  Seller will sell separate if needed .      OFFERS ARE SUBJECT TO INTERIOR INSPECTION WITH AN ACCEPTED OFFER.  Seller will provide city inspection report. but will not do repairs.  Property is sold “As is"" and will be delivered VACANT",USD,3572.0,3572.0,Acres,0.0,0.0,3572.0,1,2.0,1,0,0,0,0,0,MULTI_FAMILY,Los Angeles County
